example_idx,entity,pred_type,length,context
432,protecteur,PER,1,d ’ un protecteur .
437,Zambinella,PER,1,que fit la Zambinella pour se soustraire
438,démon,PER,1,"tu es un démon , qu ’"
439,sculpteur,PER,1,ne sois pas sculpteur ? Parle .
440,femme,PER,1,étais pas une femme ? demanda timidement
440,Zambinella,PER,1,demanda timidement la Zambinella d ’ une
441,artiste,PER,1,d ’ un artiste ?
443,femme seule,PER,2,Une femme seule peut avoir ce
449,théâtre,FAC,1,Le théâtre sur lequel vous
450,femme que vous aimez,PER,4,"yeux , la femme que vous aimez sera morte ."
451,sculpteur,PER,1,Le sculpteur ne répondit pas
455,artiste,PER,1,Quand l ’ artiste tendit les bras
458,ces odieuses bêtes,PER,3,ai peur de ces odieuses bêtes . Sarrasine écrasa
459,Zambinella,PER,1,! reprit la Zambinella en contemplant avec
460,artiste,PER,1,"dit l ’ artiste en souriant ,"
460,femme,PER,1,’ êtes pas femme ?
461,leurs compagnons,PER,2,Ils rejoignirent leurs compagnons et se promenèrent
461,bois de la,LOC,3,"promenèrent dans les bois de la villa Ludovisi ,"
461,cardinal Cicognara,PER,2,appartenait alors au cardinal Cicognara .
462,amoureux sculpteur,PER,2,"pour l ’ amoureux sculpteur , mais elle"
463,femme,PER,1,’ était la femme avec ses peurs
464,campagne,LOC,1,"aventurant dans la campagne , la petite"
464,petite troupe des joyeux chanteurs,PER,5,"campagne , la petite troupe des joyeux chanteurs vit de loin"
465,brigands,PER,1,"— Voici des brigands , chacun doubla"
465,chacun,PER,1,"des brigands , chacun doubla le pas"
465,enceinte de la villa du cardinal,FAC,6,dans l ’ enceinte de la villa du cardinal .
466,Zambinella,PER,1,pâleur de la Zambinella qu ’ elle
471,"femme forte , une",PER,4,"je détesterais une femme forte , une Sapho , courageuse"
471,"Sapho , courageuse , pleine d ’ énergie , de passion",PER,11,"forte , une Sapho , courageuse , pleine d ’ énergie , de passion ."
473,ange,PER,1,"voix d ’ ange , cette voix"
476,théâtre,FAC,1,’ entrée du théâtre ; mais si
478,artiste enivré,PER,2,dit l ’ artiste enivré .
479,Zambinella,PER,1,cœur . La Zambinella resta dans une
480,sculpteur,PER,1,"en ordonnant au sculpteur , d ’"
480,phaéton,PER,1,seul avec le phaéton .
481,chemin,FAC,1,"Pendant le chemin , Sarrasine résolut"
481,Zambinella,PER,1,’ enlever la Zambinella .
483,palais habité par,FAC,3,"était situé le palais habité par sa maîtresse ,"
483,un de ses camarades,PER,4,rencontra l ’ un de ses camarades sur le seuil
484,ce dernier,PER,2,", lui dit ce dernier , je suis"
488,Vien,PER,1,", toi , Vien , Lauterbourg et"
488,Lauterbourg,PER,1,", Vien , Lauterbourg et Allegrain ,"
488,Allegrain,PER,1,", Lauterbourg et Allegrain , vous me"
489,cardinal,PER,1,"a pas de cardinal à tuer ,"
489,honnêtes gens,PER,2,que d ’ honnêtes gens ne puissent faire
490,sculpteur,PER,1,de temps le sculpteur disposa tout pour
490,son entreprise,ORG,2,le succès de son entreprise .
491,un des derniers,PER,3,arriva l ’ un des derniers chez l ’
491,ambassadeur,PER,1,"chez l ’ ambassadeur , mais il"
491,voiture de voyage attelée de,VEH,5,vint dans une voiture de voyage attelée de chevaux vigoureux menés
491,chevaux vigoureux,VEH,2,voyage attelée de chevaux vigoureux menés par l
491,un des plus entreprenants vetturini de Rome,PER,7,par l ’ un des plus entreprenants vetturini de Rome .
492,palais de l ’ ambassadeur,FAC,5,Le palais de l ’ ambassadeur étant plein de
492,sculpteur,PER,1,"peine que le sculpteur , inconnu à"
492,salon,FAC,1,", parvint au salon où dans ce"
493,cardinaux,PER,1,"égard pour les cardinaux , les évêques"
493,évêques,PER,1,"cardinaux , les évêques et les abbés"
493,abbés,PER,1,évêques et les abbés qui sont ici
493,homme,PER,1,"est habillée en homme , qu ’"
494,vieux seigneur,PER,2,? répondit le vieux seigneur auquel s ’
495,Zambinella,PER,1,— La Zambinella . — La
495,Zambinella,PER,1,. — La Zambinella ? reprit le
495,prince romain,PER,2,? reprit le prince romain .
497,théâtres de Rome,FAC,3,femme sur les théâtres de Rome ?
498,femme,PER,1,les rôles de femme sont remplis dans
498,Etats du pape,GPE,3,remplis dans les Etats du pape ?
500,son maître,PER,2,"là , même son maître à chanter ."
503,prince Chigi,PER,2,Le prince Chigi aurait pu parler
503,Sarrasine,PER,1,"- temps , Sarrasine ne l ’"
505,prétendu chanteur,PER,2,attachés sur le prétendu chanteur .
506,musico,PER,1,", car le musico finit par détourner"
507,assemblée,PER,1,"à l ’ assemblée , qu ’"
508,cardinal Cicognara,PER,2,"Le cardinal Cicognara , qui avait"
508,Français,PER,1,aperçut alors le Français ; il se
508,sculpteur,PER,1,le nom du sculpteur .
509,artiste,PER,1,"attentivement l ’ artiste , et donna"
509,abbé,PER,1,"ordres à un abbé , qui disparut"
512,femme,PER,1,"’ est une femme , dit Sarrasine"
513,cardinal Cicognara,PER,2,secrète . Le cardinal Cicognara trompe le pape
513,pape,PER,1,Cicognara trompe le pape et toute la
513,toute la ville de Rome,GPE,5,le pape et toute la ville de Rome !
514,sculpteur,PER,1,Aussitôt le sculpteur sortit du salon
514,salon,FAC,1,"sculpteur sortit du salon , rassembla ses"
514,cour du palais,FAC,3,embusqua dans la cour du palais .
516,salons,FAC,1,"erré dans les salons , en homme"
516,homme qui cherche un ennemi,PER,5,"salons , en homme qui cherche un ennemi , le musico"
516,musico,PER,1,"ennemi , le musico quitta l ’"
516,assemblée,ORG,1,quitta l ’ assemblée .
517,palais,FAC,1,"la porte du palais , il fut"
517,hommes,PER,1,saisi par des hommes qui le bâillonnèrent
517,voiture louée par,VEH,3,mirent dans la voiture louée par Sarrasine .
517,Sarrasine,PER,1,voiture louée par Sarrasine .
519,artiste,PER,1,de l ’ artiste qui gardait un
520,atelier sombre et nu,FAC,4,bientôt dans un atelier sombre et nu .
521,chanteur,PER,1,"Le chanteur , à moitié"
521,femme,PER,1,"une statue de femme , dans laquelle"
525,femme,PER,1,Tu es une femme ? Le cardinal
525,cardinal Cicognara,PER,2,femme ? Le cardinal Cicognara … Zambinella tomba
526,femme,PER,1,"tu es une femme , s ’"
526,artiste,PER,1,écria l ’ artiste en délire ;
530,sculpteur d ’ une voix,PER,5,! répondit le sculpteur d ’ une voix qui eut un
531,homme,PER,1,"passion d ’ homme , toi ?"
535,Homme,PER,1,"es rien . Homme ou femme ,"
535,femme,PER,1,". Homme ou femme , je te"
538,femme,PER,1,Un cœur de femme était pour moi
539,sœurs,PER,1,- tu des sœurs qui te ressemblent
542,toutes celles,PER,2,te ravir pour toutes celles que tu as
545,femme réelle,PER,2,en voyant une femme réelle .
546,homme,PER,1,"sentiments d ’ homme , et qui"
546,toutes les autres femmes,PER,4,et qui signera toutes les autres femmes d ’ un
548,chanteur épouvanté,PER,2,en face du chanteur épouvanté . Deux grosses
551,ce monument,FAC,2,crut avoir détruit ce monument de sa folie
551,chanteur,PER,1,pour tuer le chanteur .
552,sculpteur,PER,1,et soudain le sculpteur tomba percé de
553,cardinal Cicognara,PER,2,"la part du cardinal Cicognara , dit l"
553,un d ’ eux,PER,4,dit l ’ un d ’ eux .
554,chrétien,PER,1,"d ’ un chrétien , répondit le"
554,Français,PER,1,", répondit le Français en expirant ."
555,voiture fermée,VEH,2,"porte dans une voiture fermée , afin de"
556,petit vieillard,PER,2,histoire et le petit vieillard que nous avons
557,cardinal Cicognara,PER,2,"Madame , le cardinal Cicognara se rendit maître"
557,maître,PER,1,Cicognara se rendit maître de la statue
557,musée Albani,FAC,2,hui dans le musée Albani .
558,famille Lanty,PER,2,"en 1791 la famille Lanty la retrouva ,"
558,pria,PER,1,"retrouva , et pria Vien de la"
559,Endymion de Girodet,PER,3,"pour l ’ Endymion de Girodet , vous avez"
559,type,PER,1,en reconnaître le type dans l ’
559,Adonis,PER,1,dans l ’ Adonis .
560,cette Zambinella,PER,2,Mais ce ou cette Zambinella ? — Ne
560,grand - oncle de Marianina,PER,5,", que le grand - oncle de Marianina ."
564,chambre,FAC,1,pas dans la chambre .
566,monstre,PER,1,"Au monstre près , tous"
567,Mères,PER,1,"Mères , des enfants"
567,enfants,PER,1,"Mères , des enfants nous assassinent ou"
570,chrétien,PER,1,’ avenir du chrétien est encore une
580,Élisabeth Seton,PER,2,Élisabeth Seton Il y a
580,Madame Seton,PER,2,vingts ans que Madame Seton s ' est
581,évêques des États - Unis,PER,5,"journaux , les évêques des États - Unis songeraient à demander"
581,cette illustre convertie,PER,3,la canonisation de cette illustre convertie .
582,président de l ' Université de Niagara,PER,7,annoncé que le président de l ' Université de Niagara était chargé de
583,Élisabeth Seton,PER,2,"en soit , Élisabeth Seton est l '"
584,Cette femme comblée de tous les dons,PER,7,Cette femme comblée de tous les dons a éprouvé toutes
589,veuve désolée,PER,2,"Ruinée entièrement , veuve désolée , abandonnée des"
589,ouvrière de Dieu dans la grande République,PER,7,fut l ' ouvrière de Dieu dans la grande République .
590,catholicisme,ORG,1,Le catholicisme y était alors
590,Révolution française,ORG,2,. Mais la Révolution française avait envoyé aux
590,États - Unis,GPE,3,avait envoyé aux États - Unis des prêtres admirables
590,prêtres admirables,PER,2,- Unis des prêtres admirables .
591,Cheverus,PER,1,"Les Cheverus , les Matignon"
591,Matignon,FAC,1,"Cheverus , les Matignon , les Du"
591,Du Bourg,FAC,2,"Matignon , les Du Bourg , les Bruté"
591,Bruté de Rémur,PER,3,"Bourg , les Bruté de Rémur , etc ."
592,Madame Seton,PER,2,"bien , et Madame Seton a la gloire"
592,ces proscrits apôtres de sa patrie,PER,6,' avoir aidé ces proscrits apôtres de sa patrie .
593,Plusieurs,PER,1,Plusieurs ont écrit sa
593,ancien,PER,1,qu ' un ancien appelait le mouvement
594,Mme Seton,PER,2,Mme Seton est - elle
595,lecteurs de la Revue Canadienne,PER,5,vais donner aux lecteurs de la Revue Canadienne une biographie de
595,"cette femme , l ' une des plus accomplies , des plus aimantes et des plus aimées qui",PER,18,"une biographie de cette femme , l ' une des plus accomplies , des plus aimantes et des plus aimées qui aient jamais foulé"
595,terre,LOC,1,jamais foulé la terre .
597,Mme Seton ( Élisabeth - Anna Bayley,PER,7,I Mme Seton ( Élisabeth - Anna Bayley ) naquit à
597,"Richard Bayley , cadet d ' une noble famille d ' Angleterre",PER,12,"1774 , de Richard Bayley , cadet d ' une noble famille d ' Angleterre , et de"
597,"Catherine Charlton , fille d ' un ministre anglican",PER,9,", et de Catherine Charlton , fille d ' un ministre anglican ."
599,Élisabeth,PER,1,Élisabeth n ' avait
600,"Chirurgien très distingué , savant illustre",PER,6,"de caractère . Chirurgien très distingué , savant illustre , il n"
600,aimants,PER,1,"la race des aimants , des dévoués"
600,dévoués,PER,1,"aimants , des dévoués , et le"
600,sa fille,PER,2,le malheur de sa fille rendit sa sollicitude
601,enfant,PER,1,L ' enfant avait toutes les
603,Élisabeth,PER,1,"son cercueil , Élisabeth alla s '"
603,maison,FAC,1,seuil de la maison et y resta
604,quelqu ' un,PER,3,"lui dit quelqu ' un , la petite"
604,petite Kitty,PER,2,"un , la petite Kitty — que vous"
606,ciel,LOC,1,aussi aller au ciel avec maman .
608,Élisabeth,PER,1,Élisabeth pleura amèrement et
610,Madame Seton,PER,2,"chers souvenirs , Madame Seton écrivait , se"
610,ma mère,PER,2,une pensée pour ma mère et pour Kitty
611,bord,LOC,1,seule assise au bord de la mer
611,mer,LOC,1,"bord de la mer , à errer"
611,plage,LOC,1,"heures sur la plage , chantant ,"
612,Dieu,PER,1,"indéfinies , vers Dieu et vers l"
617,docteur Bayley,PER,2,II Le docteur Bayley fit presque seul
617,sa fille,PER,2,' éducation de sa fille .
618,États - Unis,GPE,3,"Alors , aux États - Unis , les établissements"
618,établissements d ' éducation,FAC,4,"Unis , les établissements d ' éducation étaient loin d"
619,"Richard Bayley , chirurgien de l ' armée",PER,8,"de périls , Richard Bayley , chirurgien de l ' armée , trouva moyen"
619,sa fille,PER,2,occuper assidûment de sa fille .
620,Élisabeth,PER,1,Élisabeth avait un esprit
622,grands poètes anglais,PER,3,Bible et des grands poètes anglais la ravissaient .
623,docteur Bayley,PER,2,Mais le docteur Bayley savait que la
623,femme,PER,1,d ' une femme ne lui assure
624,sa fille,PER,2,"ardente intelligence de sa fille , il s"
625,Élisabeth,PER,1,Et si Élisabeth a été l
625,une des bienfaitrices de la grande et douloureuse famille humaine,PER,10,été l ' une des bienfaitrices de la grande et douloureuse famille humaine ; si elle
625,sentier âpre,LOC,2,"si ferme le sentier âpre , escarpé ,"
625,sentier des cimes,LOC,3,"escarpé , le sentier des cimes , on peut"
626,église anglicane,FAC,2,L ' église anglicane a plus gardé
627,Élisabeth,PER,1,Élisabeth en suivait les
627,Église catholique,ORG,2,de l ' Église catholique .
629,Dieu,PER,1,sentiment filial envers Dieu était singulièrement vif
630,chariot,VEH,1,sautai dans un chariot qui allait au
630,bois,LOC,1,qui allait au bois chercher des branchages
632,sentier,FAC,1,trouvai bientôt un sentier qui menait à
632,prairie,LOC,1,menait à une prairie .
635,bois,LOC,1,"les clochettes des bois , et tous"
636,enfant,PER,1,cœur d ' enfant ait pu l
636,Dieu,PER,1,' amour pour Dieu et pour ses
637,enfant,PER,1,âme d ' enfant ressentit alors .
638,Dieu,PER,1,", mais que Dieu était mon Père"
638,"mon Père , mon Tout",PER,5,"que Dieu était mon Père , mon Tout ."
639,bois,LOC,1,à travers le bois ; je riais
639,Celui,PER,1,la bonté de Celui qui m '
641,Mlle Bayley,PER,2,La piété de Mlle Bayley avait ce caractère
641,jeune fille,PER,2,", mais la jeune fille n ' y"
645,Notre - Seignnur,PER,3,' image de Notre - Seignnur lui inspirait une
647,vieux cloîtres,FAC,2,aux descriptions des vieux cloîtres .
648,monde,LOC,1,rapports avec le monde refroidirent - ils
649,Élisabeth,PER,1,ce qu ' Élisabeth a écrit sur
650,famille,PER,1,"Contrariétés dans la famille — Folie ,"
651,ce monde,LOC,2,quelque chose en ce monde .
652,maison à la,FAC,3,"d ' une maison à la campagne , pour"
653,Amérique,GPE,1,y avoir en Amérique des endroits comme
653,monde,LOC,1,"vivre retiré du monde , et prier"
654,mers,LOC,1,"au delà des mers , sous un"
655,gens,PER,1,de voir les gens attacher tant d
655,monde,LOC,1,"toilette , au monde ."
656,maison,FAC,1,été à la maison .
657,autre,PER,1,ni l ' autre .
661,Dieu,PER,1,« Dieu m ' avait
662,Dieu,PER,1,Dieu était trop bon
663,Dieu,PER,1,", louanges à Dieu , inexprimable joie"
664,Élisabeth,PER,1,gratitude . » Élisabeth n ' a
665,Mlle Bayley,PER,2,III Mlle Bayley avait dix -
666,William - Magee Seton,PER,4,William - Magee Seton . Né comme
666,très ancienne et très noble famille écossaise,PER,7,d ' une très ancienne et très noble famille écossaise .
667,directeur de la banque de l ' État de New - York,PER,12,"Son père était directeur de la banque de l ' État de New - York , et l"
667,un des plus riches armateurs des États - Unis,PER,9,et l ' un des plus riches armateurs des États - Unis .
669,jeune Américain,PER,2,Le jeune Américain avait visité l
669,Écosse,GPE,1,"visité l ' Écosse , l '"
669,Angleterre,GPE,1,", l ' Angleterre , la France"
669,France,GPE,1,"Angleterre , la France , l '"
669,Espagne,GPE,1,", l ' Espagne et l '"
669,Italie,GPE,1,et l ' Italie .
670,"Filicchi , banquiers et armateurs correspondants de son père",PER,9,"Livourne chez les Filicchi , banquiers et armateurs correspondants de son père ."
671,Mlle Bayley,PER,2,' il épousa Mlle Bayley .
675,Mme Seton,PER,2,et Mme Seton . Leur sympathie
675,monde,PER,1,"ce que le monde estime , recherche"
675,jeunes époux,PER,2,"admire , les jeunes époux le possédaient ."
676,deux familles,PER,2,longtemps entre les deux familles .
677,Élisabeth,PER,1,vérité qu ' Élisabeth disait avoir possédé
677,ce monde,LOC,2,jamais eu en ce monde .
678,Dieu,PER,1,' élevait à Dieu pour lui dire
679,Madame Seton,PER,2,"singulièrement douce à Madame Seton , elle retrouva"
680,chef de la famille Seton,PER,5,"affaires , le chef de la famille Seton trouvait du temps"
680,pauvres,PER,1,à donner aux pauvres .
681,sa fille Rebecca — la sœur de charité protestante,PER,9,on avait surnommé sa fille Rebecca — la sœur de charité protestante .
682,Élisabeth,PER,1,", unit bientôt Élisabeth et cette jeune"
683,deux belles - sœurs,PER,4,"jour , les deux belles - sœurs diriger ensemble leurs"
683,sombres réduits,FAC,2,pas vers les sombres réduits où elles allaient
685,Élisabeth,PER,1,cœur d ' Élisabeth .
686,mère,PER,1,Jamais mère ne fut plus
686,Madame Seton,PER,2,mais ce que Madame Seton voyait surtout dans
686,mère,PER,1,d ' une mère .
687,Dieu,PER,1,les offrait à Dieu .
688,Annina,PER,1,« Annina offerte à Dieu
688,Dieu,PER,1,"Annina offerte à Dieu mille fois ,"
689,Élisabeth encore protestante,PER,3,sentiments d ' Élisabeth encore protestante .
690,catholique,PER,1,"Devenue catholique , et voyant"
690,ma petite Kate ( sa seconde fille qui venait d ' avoir sept ans,PER,14,toute mon âme ma petite Kate ( sa seconde fille qui venait d ' avoir sept ans ) .
691,ange,PER,1,voir devenir un ange et posséder la
691,Dieu,PER,1,malheureuse pour offenser Dieu ?
692,ta mère,PER,2,"le cœur de ta mère , qui t"
695,V Mme Seton,PER,3,» V Mme Seton avait trouvé dans
695,plus illusionnés,PER,2,joie que les plus illusionnés n ' en
697,mon William,PER,2,la santé de mon William .
699,ce monde,LOC,2,"jamais été en ce monde , ou je"
700,chrétienne,PER,1,"moi , comme chrétienne et comme créature"
700,créature raisonnable,PER,2,"chrétienne et comme créature raisonnable , est de"
702,"mon Anna , mon petit trésor",PER,6,"sauvais vite vers mon Anna , mon petit trésor , et si"
706,États,GPE,1,aggravèrent entre les États et le continent
706,continent,LOC,1,États et le continent .
707,corsaires,PER,1,enlevées par les corsaires et même par
708,baie de New - York,LOC,5,rentrait dans la baie de New - York apportait à M
709,sa femme,PER,2,nouvelles . Mais sa femme était auprès de
712,courageuse femme,PER,2,La courageuse femme écrivait à sa
714,mortel,PER,1,William . Jamais mortel ne supporta avec
715,famille Seton,PER,2,point désuni la famille Seton .
716,Élisabeth,PER,1,"père , écrivait Élisabeth , avait élevé"
716,tous,PER,1,"telle affection , tous y annoncent ou"
717,Madame Seton,PER,2,presque anéantie . Madame Seton abandonna sans regret
717,sa somptueuse maison de New - York,FAC,7,abandonna sans regret sa somptueuse maison de New - York et se retira
717,campagne,LOC,1,retira à la campagne .
719,ses intimes,PER,2,Elle écrivait à ses intimes : « Je
720,ma famille,PER,2,c ' est ma famille … Je suis
721,Dieu,PER,1,que pourra ! Dieu est là -
723,Élisabeth,PER,1,"demeurer toujours , Élisabeth ajoutait : «"
723,ce monde,LOC,2,que rien en ce monde — ses joies
724,Élisabeth,PER,1,tendre qu ' Élisabeth prenait de ses
724,son père la plus aimable et la plus aimante des filles,PER,11,de rester pour son père la plus aimable et la plus aimante des filles .
727,Madame Seton,PER,2,"son père , Madame Seton l ' était"
729,chirurgien de Staten Island,PER,4,« Un chirurgien de Staten Island était venu demander
730,Bayley,PER,1,Bayley pour une opération
730,docteur,PER,1,"obliger , le docteur refusa , autant"
733,pauvres,PER,1,— Ils sont pauvres ! s '
733,pauvres,PER,1,", ils sont pauvres !"
735,mon cher,PER,2,"Partons , mon cher . Allons ,"
736,docteur Bayley,PER,2,» Le docteur Bayley possédait à Staten
736,délicieuse villa,FAC,2,Staten Island une délicieuse villa et Madame Seton
736,Madame Seton,PER,2,délicieuse villa et Madame Seton y passait toujours
738,pauvres émigrants irlandais,PER,3,surtout parmi les pauvres émigrants irlandais que le fléau
740,malade,PER,1,au milieu des malade et des mourants
740,mourants,PER,1,"malade et des mourants , à leur"
741,sa fille,PER,2,"les bras de sa fille , en implorant"
741,son Sauveur,PER,2,la miséricorde de son Sauveur .
742,Mme Seton,PER,2,"Sa mort laissa Mme Seton sans force ,"
745,Élisabeth,PER,1,Élisabeth comprit qu '
751,médecin,PER,1,; et les médecin conseillèrent un voyage
751,mer,LOC,1,un voyage sur mer et un long
752,MM,PER,1,fort affectueuses avec MM .
753,Filicchi,PER,1,"Filicchi , chez qui"
754,deux banquiers italiens,PER,3,Plusieurs fois les deux banquiers italiens étaient venus à
754,aîné Filippo,PER,2,; l ' aîné Filippo avait même épousé
754,Américaine,PER,1,même épousé une Américaine .
755,ces amis de sa jeunesse,PER,5,"Toscane , chez ces amis de sa jeunesse ."
756,Italie,GPE,1,revoir l ' Italie avec Élisabeth le
756,Élisabeth,PER,1,' Italie avec Élisabeth le transportait .
757,tous les poitrinaires,PER,3,"illusions , comme tous les poitrinaires , il faisait"
758,Sa femme,PER,2,Sa femme semblait s '
758,Élisabeth,PER,1,"» , et Élisabeth avait fort à"
759,Christ,PER,1,"la passion du Christ , elle baisait"
760,Mme Seton,PER,2,Mme Seton avait décidé d
761,"Mme Sadler , l ' une de ses plus chères amies",PER,11,"départ écrivit à Mme Sadler , l ' une de ses plus chères amies : « Depuis"
762,tous,PER,1,Ils disent tous que c '
763,Dieu,PER,1,"nous appuyons sur Dieu , notre unique"
766,Dieu,PER,1,la miséricorde de Dieu ; qu '
766,chère Éliza,PER,2,"bénisse » , chère Éliza , comme mon"
769,M .,PER,2,"2 octobre , M . et Mme Seton"
769,Mme Seton,PER,2,M . et Mme Seton s ' embarquaient
770,Élisabeth,PER,1,affection d ' Élisabeth pour Rebecca Seton
773,Mme Seton,PER,2,"des larmes à Mme Seton , mais elle"
774,baie de New - York,LOC,5,"sortir de la baie de New - York , elle écrivit"
779,Dieu,PER,1,Sa confiance en Dieu ne lui donnait
780,îles Açores,LOC,2,"avoir passé les îles Açores , elles écrivait"
786,toute,PER,1,"tempêtes , que toute âme qui n"
786,Christ,PER,1,pas eu le Christ lui - même
787,M . Selon,PER,3,» M . Selon supporta bien la
787,mer,LOC,1,"supporta bien la mer , mais il"
787,baie de Gibraltar,LOC,3,cruellement dans la baie de Gibraltar et Élisabeth a
787,Élisabeth,PER,1,de Gibraltar et Élisabeth a noté un
788,rive,LOC,1,debout sur la rive . Compatissants et
788,hauteurs escarpées,LOC,2,à gravir les hauteurs escarpées .
789,Élisabeth,PER,1,novembre qu ' Élisabeth écrivit le solennel
789,Dieu,PER,1,"innombrables offenses envers Dieu , dans l"
789,Saint - Esprit,PER,3,"aide de son Saint - Esprit , de ne"
790,notre Père céleste,PER,3,il plaît à notre Père céleste de me ramener
791,Mon Dieu,PER,2,"Mon Dieu , par la"
792,votre,GPE,1,pourrai entrer dans votre royaume .
793,Dieu,PER,1,"Ô Dieu , veillez sur"
794,côtes d ' Italie,LOC,4,"novembre , les côtes d ' Italie apparurent aux regards"
794,passagers,PER,1,"aux regards des passagers ; et ,"
794,navire,VEH,1,"Maria , le navire entra dans le"
794,port de Livourne,LOC,3,entra dans le port de Livourne .
795,équipage,PER,1,", l ' équipage et les passagers"
795,passagers du brick américain,PER,4,équipage et les passagers du brick américain allaient être traités
795,pestiférés,PER,1,traités comme des pestiférés .
797,"votre sœur , la sœur de votre âme",PER,8,"moment où est votre sœur , la sœur de votre âme , comme vous"
798,immense prison,FAC,2,"d ' une immense prison , n '"
799,sentinelle,PER,1,"alors paraît la sentinelle , armée de"
799,bateau,VEH,1,qu ' un bateau se trouvait par
799,pont,FAC,1,"volai sur le pont , et aussitôt"
799,cher Carleton,PER,2,"aussitôt apercevant le cher Carleton , venu à"
799,garde,PER,1,", quand un garde que je remarquai"
801,navire,VEH,1,« Le navire dut aller en
801,lazaret,FAC,1,"à entrer au lazaret , malade comme"
802,troupe de musiciens,PER,3,"rendre , la troupe de musiciens , qui s"
802,étrangers,PER,1,"- devant des étrangers , est venue"
802,Hail Columbia,FAC,2,"notre cabine le Hail Columbia , et ces"
802,enfants,PER,1,airs que les enfants chez nous chantent
804,bateau,VEH,1,"« Un bateau parut , remorqué"
804,barque à quatorze rames,VEH,4,"remorqué par une barque à quatorze rames , et on"
804,bateau,VEH,1,entrer dans le bateau .
805,ville,GPE,1,"milles de la ville , on nous"
806,chenal,FAC,1,' entrée du chenal par lequel on
807,second étage,FAC,2,d ' un second étage ; nos marins
808,garde,PER,1,"cloches amènent un garde , et puis"
808,autre,PER,1,"et puis un autre ; et ,"
808,Monsieur le capitano,PER,3,"on appelle ici Monsieur le capitano , qui ,"
809,garde,PER,1,"retiré , un garde nous indique avec"
809,chemin,FAC,1,sa baïonnette le chemin que nous devons
810,commandant,PER,1,"ordre écrit du commandant , de la"
810,barque,VEH,1,", de la barque qui venait de"
810,capitano,PER,1,"fut expédié au capitano , qui reçut"
811,tous,PER,1,on les a tous examinés et aussi
812,personne qui a fait cet office,PER,6,La personne qui a fait cet office et qui a
815,personne,PER,1,"fût arrivé , personne n ' aurait"
816,maison du capitano,FAC,3,"fenêtres de la maison du capitano , où était"
819,maison,FAC,1,rapporter à la maison .
820,escalier de pierre,FAC,3,"6 ; un escalier de pierre , vingt marches"
820,"grande chambre voûtée , très haute",FAC,6,"monter ; une grande chambre voûtée , très haute , aussi haute"
820,Saint - Paul,FAC,3,le plafond de Saint - Paul ; le pavé
821,capitano,PER,1,Le capitano nous a envoyé
823,vaisseau,VEH,1,"à bord du vaisseau , où sont"
824,lazaret,FAC,1,dire que le lazaret était un endroit
824,malades,PER,1,exprès pour les malades .
825,petit,PER,1,"notre chambre un petit réduit , où"
829,excellents Filicchi,PER,2,"nuit , les excellents Filicchi nous ont envoyé"
830,William,PER,1,". Maintenant , William et Anna dorment"
831,Dieu,PER,1,"me confie en Dieu , espérant qu"
833,petite Anna,PER,2,"auriez aimé la petite Anna , si vous"
834,Dieu,PER,1,' abandon à Dieu ; elle m
834,Maman,PER,1,"a dit : Maman , si papa"
835,Dieu,PER,1,mais Dieu est avec nous
835,Dieu,PER,1,"« Oui , Dieu est avec nous"
837,cheminée,FAC,1,mugit dans la cheminée avec un bruit
837,Dieu,PER,1,du vouloir de Dieu ; si dans
837,Dieu,PER,1,des desseins de Dieu qui règle tous
841,Seigneur,PER,1,"Que le Seigneur , qui la"
845,pleine mer,LOC,2,au loin la pleine mer ; plus près
846,nos murailles,FAC,2,la hauteur de nos murailles .
847,Dieu,PER,1,"là , offensant Dieu , mon unique"
848,mon William,PER,2,"revenir auprès de mon William , la sérénité"
849,pauvre Filippo,PER,2,"porte ; le pauvre Filippo , dans sa"
850,Anna,PER,1,Anna et William ont
852,mon mari,PER,2,Voir mon mari gisant sur ces
855,commandant,PER,1,Le commandant est venu nous
860,ville,GPE,1,envoyé de la ville notre dîner et
860,serviteur,PER,1,dîner et un serviteur qui restera avec
861,"vieillard , Luigi , tout petit , avec des cheveux blancs",PER,11,"' est un vieillard , Luigi , tout petit , avec des cheveux blancs ."
865,Dieu,PER,1,qui demandait à Dieu de me consoler
868,logement à part,FAC,3,"à Luigi un logement à part , à côté"
869,tous,PER,1,devenu pour eux tous un objet de
873,pauvre malade,PER,2,"le lit du pauvre malade , tremblant d"
874,commandant,PER,1,« Le commandant est venu avec
874,gardes,PER,1,venu avec des gardes et a fait
875,Anna,PER,1,"pourrons coucher , Anna et moi ,"
875,Signor Gugliemo,PER,2,"nos noms : Signor Gugliemo , Signora Elisabetta"
875,Signora Elisabetta,PER,2,"Signor Gugliemo , Signora Elisabetta , Signorina ,"
875,Signorina,PER,1,"Signora Elisabetta , Signorina , Anna -"
875,Anna - Maria,PER,3,", Signorina , Anna - Maria ."
876,bon Dieu,PER,2,"tourner vers le bon Dieu , m '"
878,femme,PER,1,' avais une femme que j '
879,petite fille,PER,2,"a donné une petite fille , et elle"
880,Dieu,PER,1,: « Si Dieu l ' appelait
881,Signora,PER,1,"che volete , Signora . » «"
886,tous les deux,PER,3,"ont été endormis tous les deux , lu ,"
888,docteur Tutilli,PER,2,encouragé par le docteur Tutilli qui est plein
888,commandant,PER,1,est aussi le commandant .
